1771,1111
2073.5,1056
1963.5,1259.5
1732.5,1435.5
2095.5,1347.5
1908.5,1468.5
1941.5,1666.5
1210,1705
2156,1551
1534.5,2040.5
1952.5,1941.5
1837,418
1930.5,1100
1611.5,1133
2194.5,1039.5
1848,797.5
2101,775.5
1545.5,1408
2167,1303.5
