1738,1111
2117.5,1094.5
1936,1309
1710.5,1457.5
2161.5,1430
1919.5,1512.5
1925,1732.5
1342,1633.5
2420,1650
1644.5,2029.5
2128.5,2035
1941.5,374
1936,1122
1578.5,1111
2288,1089
1798.5,786.5
2095.5,803
1540,1391.5
2293.5,1364
